"","CNA_cohort","CNA_covered_in_sc23"
"121","chr4_65004412_88912644","chr4_65101687_65357347,chr4_65357347_65435862,chr4_65435862_65485115,chr4_65485115_65585867,chr4_65585867_65633838,chr4_65633838_65750895,chr4_65750895_65827806,chr4_65827806_65876167,chr4_65876167_65945798,chr4_65945798_65970774,chr4_65970774_66014454,chr4_66014454_66069669,chr4_66069669_66143080,chr4_66143080_66279979,chr4_66279979_66292558,chr4_66292558_66328522,chr4_66328522_66392923,chr4_66392923_66474712,chr4_66474712_66540329,chr4_66540329_66557413,chr4_66557413_66691323,chr4_66691323_67105150,chr4_67105150_67126826,chr4_67126826_67213557,chr4_67213557_67290503,chr4_67290503_67364698,chr4_67364698_67372153,chr4_67372153_67433840,chr4_67433840_67731829,chr4_67731829_67755165,chr4_67755165_67812966,chr4_67812966_67853957,chr4_67853957_67881827,chr4_67881827_67933410,chr4_67933410_68226447,chr4_68226447_68298277,chr4_68298277_68376067,chr4_68376067_68436262,chr4_68436262_68484866,chr4_68484866_68675696,chr4_68675696_68752573,chr4_68752573_68817860,chr4_68817860_68858184,chr4_68858184_68908852,chr4_68908852_68998259,chr4_68998259_69056360,chr4_69056360_69075471,chr4_69075471_69100448,chr4_69100448_69149908,chr4_69149908_69209744,chr4_69209744_69249408,chr4_69249408_69421503,chr4_69421503_69506661,chr4_69506661_69568449,chr4_69568449_69617099,chr4_69617099_69665136,chr4_69665136_69756125,chr4_69756125_69849728,chr4_69849728_69891177,chr4_69891177_69903412,chr4_69903412_69941578,chr4_69941578_70092815,chr4_70092815_70319914,chr4_70319914_70376545,chr4_70376545_70534371,chr4_70534371_70633550,chr4_70633550_70688288,chr4_70688288_70734242,chr4_70734242_70833448,chr4_70833448_70925037,chr4_70925037_70975311,chr4_70975311_71099800,chr4_71099800_71291445,chr4_71291445_71312392,chr4_71312392_71361231,chr4_71361231_71444202,chr4_71444202_71632839,chr4_71632839_71657456,chr4_71657456_71682369,chr4_71682369_71729697,chr4_71729697_71861952,chr4_71861952_71893415,chr4_71893415_71913447,chr4_71913447_71991787,chr4_71991787_72006415,chr4_72006415_72121588,chr4_72121588_72152605,chr4_72152605_72185027,chr4_72185027_72301200,chr4_72301200_72454384,chr4_72454384_72497566,chr4_72497566_72679034,chr4_72679034_72768908,chr4_72768908_72933830,chr4_72933830_73025449,chr4_73025449_73064345,chr4_73064345_73094200,chr4_73094200_73199311,chr4_73199311_73255040,chr4_73255040_73304270,chr4_73304270_73424764,chr4_73424764_73444820,chr4_73444820_73492894,chr4_73492894_73530954,chr4_73530954_73620320,chr4_73620320_73692083,chr4_73692083_73758572,chr4_73758572_73872820,chr4_73872820_73934132,chr4_73934132_74074081,chr4_74074081_74155355,chr4_74155355_74240485,chr4_74240485_74436922,chr4_74436922_74506659,chr4_74506659_74538591,chr4_74538591_74636558,chr4_74636558_74657074,chr4_74657074_74699426,chr4_74699426_74839369,chr4_74839369_74971872,chr4_74971872_75000669,chr4_75000669_75136043,chr4_75136043_75222578,chr4_75222578_75266105,chr4_75266105_75335938,chr4_75335938_75555337,chr4_75555337_75583749,chr4_75583749_75659119,chr4_75659119_75699602,chr4_75699602_75799763,chr4_75799763_75988073,chr4_75988073_76070019,chr4_76070019_76100850,chr4_76100850_76175613,chr4_76175613_76265888,chr4_76265888_76362360,chr4_76362360_76411247,chr4_76411247_76480254,chr4_76480254_76653746,chr4_76653746_76694622,chr4_76694622_76751981,chr4_76751981_76801634,chr4_76801634_76913476,chr4_76913476_77006595,chr4_77006595_77034025,chr4_77034025_77113963,chr4_77113963_77250283,chr4_77250283_77332889,chr4_77332889_77381219,chr4_77381219_77438106,chr4_77438106_77469841,chr4_77469841_77537314,chr4_77537314_77682933,chr4_77682933_77699478,chr4_77699478_77727236,chr4_77727236_77831299,chr4_77831299_77855077,chr4_77855077_77893022,chr4_77893022_78046596,chr4_78046596_78103235,chr4_78103235_78130465,chr4_78130465_78144986,chr4_78144986_78308041,chr4_78308041_78335864,chr4_78335864_78416485,chr4_78416485_78481655,chr4_78481655_78523561,chr4_78523561_78852744,chr4_78852744_79055689,chr4_79055689_79096458,chr4_79096458_79141001,chr4_79141001_79179537,chr4_79179537_79232309,chr4_79232309_79261735,chr4_79261735_79320775,chr4_79320775_79502969,chr4_79502969_79563913,chr4_79563913_79715861,chr4_79715861_79827736,chr4_79827736_79841376,chr4_79841376_79884858,chr4_79884858_80032320,chr4_80032320_80118757,chr4_80118757_80188292,chr4_80188292_80218106,chr4_80218106_80252304,chr4_80252304_80312974,chr4_80312974_80450820,chr4_80450820_80519522,chr4_80519522_80681960,chr4_80681960_80755350,chr4_80755350_80808577,chr4_80808577_80842399,chr4_80842399_81024944,chr4_81024944_81077941,chr4_81077941_81090362,chr4_81090362_81256510,chr4_81256510_81299768,chr4_81299768_81348745,chr4_81348745_81416243,chr4_81416243_81642664,chr4_81642664_81646867,chr4_81646867_81709780,chr4_81709780_81914851,chr4_81914851_81961233,chr4_81961233_82046920,chr4_82046920_82141384,chr4_82141384_82166070,chr4_82166070_82218747,chr4_82218747_82387472,chr4_82387472_82417100,chr4_82417100_82440893,chr4_82440893_82487831,chr4_82487831_82555236,chr4_82555236_82653672,chr4_82653672_82684392,chr4_82684392_82719375,chr4_82719375_82761758,chr4_82761758_82918537,chr4_82918537_83080123,chr4_83080123_83119341,chr4_83119341_83177634,chr4_83177634_83202845,chr4_83202845_83264262,chr4_83264262_83331358,chr4_83331358_83475101,chr4_83475101_83568571,chr4_83568571_83619424,chr4_83619424_83687151,chr4_83687151_83743142,chr4_83743142_83868022,chr4_83868022_83918202,chr4_83918202_83991834,chr4_83991834_84121386,chr4_84121386_84176359,chr4_84176359_84215290,chr4_84215290_84399993,chr4_84399993_84443989,chr4_84443989_84503979,chr4_84503979_84535572,chr4_84535572_84619606,chr4_84619606_84672436,chr4_84672436_84699712,chr4_84699712_84717930,chr4_84717930_84808302,chr4_84808302_84985940,chr4_84985940_85014889,chr4_85014889_85081097,chr4_85081097_85164469,chr4_85164469_85335370,chr4_85335370_85360626,chr4_85360626_85405852,chr4_85405852_85457577,chr4_85457577_85508491,chr4_85508491_85562287,chr4_85562287_85639713,chr4_85639713_85708664,chr4_85708664_85717873,chr4_85717873_85740857,chr4_85740857_85852972,chr4_85852972_85891168,chr4_85891168_85962659,chr4_85962659_86169650,chr4_86169650_86478671,chr4_86478671_86524423,chr4_86524423_86665765,chr4_86665765_86785782,chr4_86785782_86842449,chr4_86842449_87031186,chr4_87031186_87082238,chr4_87082238_87144102,chr4_87144102_87377914,chr4_87377914_87434665,chr4_87434665_87457136,chr4_87457136_87505075,chr4_87505075_87536384,chr4_87536384_87567913,chr4_87567913_87585490,chr4_87585490_87610416,chr4_87610416_87656985,chr4_87656985_87688703,chr4_87688703_87710632,chr4_87710632_87780748,chr4_87780748_87836045,chr4_87836045_87933189,chr4_87933189_87995875,chr4_87995875_88028539,chr4_88028539_88112398,chr4_88112398_88205061,chr4_88205061_88299771,chr4_88299771_88447808,chr4_88447808_88576409,chr4_88576409_88673831,chr4_88673831_88781334,chr4_88781334_88820054,chr4_88820054_88893030"
"122","chr4_89984760_93251116","chr4_90000236_90037599,chr4_90037599_90082926,chr4_90082926_90105334,chr4_90105334_90171513,chr4_90171513_90223824,chr4_90223824_90278975,chr4_90278975_90402424,chr4_90402424_90546506,chr4_90546506_90767345,chr4_90767345_90804628,chr4_90804628_90813117,chr4_90813117_90943037,chr4_90943037_91080526,chr4_91080526_91137181,chr4_91137181_91185397,chr4_91185397_91216119,chr4_91216119_91361891,chr4_91361891_91530698,chr4_91530698_91641248,chr4_91641248_91691386,chr4_91691386_91860987,chr4_91860987_91968962,chr4_91968962_92016296,chr4_92016296_92063395,chr4_92063395_92273222,chr4_92273222_92315993,chr4_92315993_92366106,chr4_92366106_92507246,chr4_92507246_92609672,chr4_92609672_92899160,chr4_92899160_93089061,chr4_93089061_93179005,chr4_93179005_93235418"
"123","chr4_97087499_97345831","chr4_97103607_97176738,chr4_97176738_97200924,chr4_97200924_97212136"
"124","chr4_105622902_105724715","chr4_105665285_105680837"
"125","chr4_107266809_107350927","chr4_107269796_107311687"
"126","chr4_111358330_111886106","chr4_111359011_111421769,chr4_111421769_111479989,chr4_111479989_111523984,chr4_111523984_111588782,chr4_111588782_111689793,chr4_111689793_111789999"
"127","chr4_113495997_113629622","chr4_113521768_113548331"
"128","chr4_113724791_114296701","chr4_113757109_113791045,chr4_113791045_113843706,chr4_113843706_113902790,chr4_113902790_113945733,chr4_113945733_113990212,chr4_113990212_114073538,chr4_114073538_114105413,chr4_114105413_114158466,chr4_114158466_114209048"
"129","chr4_116549232_117014125","chr4_116606606_116663371,chr4_116663371_116784907,chr4_116784907_116810430,chr4_116810430_116833365,chr4_116833365_116987580"
"130","chr4_120313876_122716974","chr4_120422376_120462971,chr4_120462971_120507203,chr4_120507203_120527203,chr4_120527203_120570933,chr4_120570933_120635400,chr4_120635400_120828128,chr4_120828128_120902191,chr4_120902191_121049097,chr4_121049097_121213751,chr4_121213751_121322375,chr4_121322375_121416973,chr4_121416973_121441140,chr4_121441140_121525781,chr4_121525781_121543948,chr4_121543948_121608282,chr4_121608282_121657829,chr4_121657829_121706102,chr4_121706102_121766607,chr4_121766607_121981960,chr4_121981960_122024002,chr4_122024002_122083924,chr4_122083924_122103420,chr4_122103420_122130958,chr4_122130958_122217325,chr4_122217325_122312688,chr4_122312688_122386333,chr4_122386333_122457239,chr4_122457239_122519870,chr4_122519870_122666685,chr4_122666685_122711977"
"131","chr4_123290697_123519137","chr4_123367392_123415020,chr4_123415020_123449632"
"132","chr4_123848404_124086803","chr4_123879759_123900927,chr4_123900927_123990581,chr4_123990581_124073969"
"133","chr4_124427893_125550263","chr4_124445069_124460983,chr4_124460983_124574725,chr4_124574725_124831898,chr4_124831898_124855112,chr4_124855112_124958717,chr4_124958717_125015966,chr4_125015966_125036028,chr4_125036028_125226463,chr4_125226463_125297511,chr4_125297511_125336943"
"134","chr4_131484927_133810942","chr4_131558953_131600721,chr4_131600721_131835861,chr4_131835861_131915163,chr4_131915163_132014642,chr4_132014642_132091672,chr4_132091672_132178745,chr4_132178745_132225950,chr4_132225950_132255434,chr4_132255434_132435159,chr4_132435159_132621765,chr4_132621765_132900151,chr4_132900151_133095004,chr4_133095004_133276564,chr4_133276564_133536930,chr4_133536930_133631105,chr4_133631105_133798133"
"135","chr5_19748002_20660154","chr5_19752449_19840117,chr5_19840117_19888731,chr5_19888731_20047961,chr5_20047961_20119145,chr5_20119145_20505076,chr5_20505076_20629482"
"136","chr5_23777833_31511109","chr5_24051627_24152300,chr5_24152300_24303561,chr5_24303561_24448509,chr5_24448509_24897905,chr5_24897905_25439443,chr5_25439443_25489886,chr5_25489886_25540235,chr5_25540235_25575899,chr5_25575899_25731200,chr5_25731200_26146316,chr5_26146316_26244937,chr5_26244937_26418944,chr5_26418944_26549874,chr5_26549874_26607407,chr5_26607407_26647284,chr5_26647284_26710700,chr5_26710700_26787086,chr5_26787086_26875940,chr5_26875940_26979704,chr5_26979704_27043645,chr5_27043645_27089745,chr5_27089745_27149423,chr5_27149423_27263340,chr5_27263340_27336263,chr5_27336263_27369973,chr5_27369973_27546587,chr5_27546587_27625240,chr5_27625240_27699954,chr5_27699954_27703462,chr5_27703462_27740146,chr5_27740146_27962378,chr5_27962378_28026863,chr5_28026863_28031613,chr5_28031613_28141799,chr5_28141799_28420032,chr5_28420032_28715110,chr5_28715110_28734756,chr5_28734756_28792836,chr5_28792836_28869392,chr5_28869392_29041289,chr5_29041289_29143977,chr5_29143977_29359914,chr5_29359914_29420644,chr5_29420644_29560803,chr5_29560803_29727954,chr5_29727954_29846486,chr5_29846486_29891183,chr5_29891183_30087123,chr5_30087123_30164413,chr5_30164413_30431525,chr5_30431525_30547411,chr5_30547411_30841086,chr5_30841086_30877338,chr5_30877338_30956820,chr5_30956820_30975855,chr5_30975855_31031712,chr5_31031712_31050580,chr5_31050580_31171912,chr5_31171912_31261091,chr5_31261091_31312235,chr5_31312235_31318386,chr5_31318386_31375508,chr5_31375508_31481911,chr5_31481911_31498229"
"137","chr5_32761682_34098404","chr5_32830265_32899040,chr5_32899040_32988970,chr5_32988970_33033908,chr5_33033908_33067838,chr5_33067838_33313466,chr5_33313466_33400096,chr5_33400096_33552557,chr5_33552557_33688783,chr5_33688783_33784509,chr5_33784509_33830999,chr5_33830999_33900889,chr5_33900889_33956271,chr5_33956271_34063880"
"138","chr5_35622699_35926460","chr5_35637133_35690047,chr5_35690047_35719531,chr5_35719531_35752704,chr5_35752704_35812733,chr5_35812733_35844626,chr5_35844626_35890295"
"139","chr5_44058144_44465738","chr5_44065724_44084031,chr5_44084031_44204347,chr5_44204347_44253146,chr5_44253146_44392206,chr5_44392206_44416699"
"140","chr5_53313165_58240660","chr5_53321893_53408318,chr5_53408318_53435144,chr5_53435144_53468737,chr5_53468737_53586046,chr5_53586046_53691671,chr5_53691671_53711632,chr5_53711632_53747760,chr5_53747760_53843342,chr5_53843342_53888064,chr5_53888064_53953883,chr5_53953883_53996061,chr5_53996061_54020284,chr5_54020284_54092689,chr5_54092689_54120724,chr5_54120724_54151601,chr5_54151601_54236342,chr5_54236342_54289289,chr5_54289289_54331835,chr5_54331835_54413874,chr5_54413874_54503887,chr5_54503887_54614926,chr5_54614926_54722439,chr5_54722439_54856770,chr5_54856770_54966918,chr5_54966918_55008575,chr5_55008575_55134493,chr5_55134493_55142328,chr5_55142328_55220994,chr5_55220994_55277297,chr5_55277297_55305196,chr5_55305196_55484645,chr5_55484645_55533816,chr5_55533816_55546801,chr5_55546801_55581989,chr5_55581989_55625291,chr5_55625291_55659810,chr5_55659810_55733554,chr5_55733554_55765608,chr5_55765608_55804236,chr5_55804236_55916887,chr5_55916887_55971761,chr5_55971761_56073163,chr5_56073163_56257428,chr5_56257428_56317218,chr5_56317218_56408783,chr5_56408783_56448323,chr5_56448323_56528901,chr5_56528901_56653682,chr5_56653682_56709817,chr5_56709817_56827550,chr5_56827550_56952955,chr5_56952955_57040770,chr5_57040770_57098405,chr5_57098405_57156831,chr5_57156831_57311055,chr5_57311055_57404316,chr5_57404316_57522970,chr5_57522970_57580166,chr5_57580166_57702093,chr5_57702093_57784957,chr5_57784957_57815443,chr5_57815443_57901319,chr5_57901319_58015179,chr5_58015179_58097289,chr5_58097289_58129004,chr5_58129004_58236912"
"141","chr5_72014786_78337355","chr5_72079766_72156532,chr5_72156532_72362185,chr5_72362185_72375883,chr5_72375883_72421692,chr5_72421692_72427340,chr5_72427340_72448135,chr5_72448135_72455499,chr5_72455499_72492725,chr5_72492725_72520383,chr5_72520383_72616908,chr5_72616908_72632339,chr5_72632339_72711958,chr5_72711958_72826274,chr5_72826274_72849619,chr5_72849619_72966792,chr5_72966792_73036722,chr5_73036722_73234751,chr5_73234751_73304490,chr5_73304490_73344477,chr5_73344477_73386288,chr5_73386288_73469353,chr5_73469353_73489140,chr5_73489140_73553170,chr5_73553170_73661164,chr5_73661164_73721739,chr5_73721739_73746653,chr5_73746653_73888109,chr5_73888109_73906978,chr5_73906978_73977321,chr5_73977321_74194342,chr5_74194342_74265583,chr5_74265583_74325340,chr5_74325340_74434879,chr5_74434879_74515799,chr5_74515799_74527772,chr5_74527772_74672923,chr5_74672923_74690897,chr5_74690897_74710970,chr5_74710970_74734014,chr5_74734014_74767054,chr5_74767054_74835921,chr5_74835921_74918766,chr5_74918766_74986469,chr5_74986469_75025639,chr5_75025639_75098313,chr5_75098313_75222310,chr5_75222310_75289132,chr5_75289132_75356379,chr5_75356379_75419197,chr5_75419197_75484083,chr5_75484083_75526040,chr5_75526040_75578205,chr5_75578205_75759253,chr5_75759253_75795164,chr5_75795164_75804805,chr5_75804805_75842313,chr5_75842313_75873622,chr5_75873622_75904668,chr5_75904668_75926795,chr5_75926795_76044580,chr5_76044580_76117763,chr5_76117763_76140452,chr5_76140452_76380675,chr5_76380675_76477808,chr5_76477808_76537352,chr5_76537352_76594510,chr5_76594510_76611869,chr5_76611869_76711785,chr5_76711785_76758596,chr5_76758596_76814515,chr5_76814515_76853643,chr5_76853643_76894318,chr5_76894318_77056160,chr5_77056160_77096749,chr5_77096749_77214467,chr5_77214467_77299978,chr5_77299978_77400808,chr5_77400808_77561146,chr5_77561146_77600736,chr5_77600736_77798662,chr5_77798662_78059637,chr5_78059637_78087836,chr5_78087836_78139443,chr5_78139443_78229130"
"142","chr5_95364582_95686993","chr5_95384056_95437951,chr5_95437951_95482286"
"143","chr5_95860053_96205227","chr5_95916156_95940696,chr5_95940696_95983385,chr5_95983385_96031927,chr5_96031927_96074731"
"144","chr5_97928489_98087038","chr5_98004198_98043202"
"145","chr5_101322613_101712319","chr5_101514504_101628640,chr5_101628640_101660620"
"146","chr5_102047533_102379160","chr5_102050131_102188318,chr5_102188318_102246407,chr5_102246407_102266744,chr5_102266744_102374447"
"147","chr5_109365008_115091756","chr5_109538896_109637111,chr5_109637111_109738070,chr5_109738070_109992584,chr5_109992584_110127940,chr5_110127940_110277314,chr5_110277314_110327875,chr5_110327875_110398141,chr5_110398141_110587898,chr5_110587898_110697256,chr5_110697256_110732831,chr5_110732831_110753594,chr5_110753594_110788283,chr5_110788283_110888203,chr5_110888203_111057591,chr5_111057591_111170327,chr5_111170327_111228017,chr5_111228017_111371643,chr5_111371643_111448434,chr5_111448434_111478734,chr5_111478734_111537831,chr5_111537831_111618004,chr5_111618004_111665344,chr5_111665344_111764196,chr5_111764196_111872696,chr5_111872696_111930797,chr5_111930797_111960978,chr5_111960978_112013621,chr5_112013621_112182642,chr5_112182642_112275563,chr5_112275563_112333175,chr5_112333175_112385060,chr5_112385060_112501637,chr5_112501637_112525699,chr5_112525699_112555029,chr5_112555029_112813435,chr5_112813435_112973476,chr5_112973476_112992630,chr5_112992630_113057570,chr5_113057570_113098829,chr5_113098829_113554080,chr5_113554080_113767576,chr5_113767576_113856412,chr5_113856412_113920548,chr5_113920548_113950811,chr5_113950811_114146624,chr5_114146624_114338926,chr5_114338926_114391183,chr5_114391183_114413457,chr5_114413457_114468395,chr5_114468395_114504504,chr5_114504504_114583097,chr5_114583097_114663336,chr5_114663336_114691643,chr5_114691643_114729399,chr5_114729399_114798104,chr5_114798104_114845497,chr5_114845497_114885244,chr5_114885244_114936823,chr5_114936823_115078158"
"148","chr5_19377593_20813623","chr5_19380662_19456927,chr5_19456927_19752449,chr5_19752449_19840117,chr5_19840117_19888731,chr5_19888731_20047961,chr5_20047961_20119145,chr5_20119145_20505076,chr5_20505076_20629482"
